danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
0.489,0.161,1,-10.307,0,0.0424,0.937,0,0.166,0.443,84.078,audio_features,0Jlv6U6p7eBhw043h8xmcw,spotify:track:0Jlv6U6p7eBhw043h8xmcw,https://api.spotify.com/v1/tracks/0Jlv6U6p7eBhw043h8xmcw,https://api.spotify.com/v1/audio-analysis/0Jlv6U6p7eBhw043h8xmcw,55500,4,Iss Baarish Mein Unplugged By Yasser Desai
0.391,0.672,4,-5.757,1,0.0562,0.216,0,0.0891,0.314,120.154,audio_features,7dKF981uzKWA9rHcFdiBK0,spotify:track:7dKF981uzKWA9rHcFdiBK0,https://api.spotify.com/v1/tracks/7dKF981uzKWA9rHcFdiBK0,https://api.spotify.com/v1/audio-analysis/7dKF981uzKWA9rHcFdiBK0,251250,4,Ghar Aao Na
0.498,0.849,2,-7.821,1,0.0449,0.00127,0.0157,0.0954,0.376,160.029,audio_features,5lJEzTXNAuvcylxn6M1Op4,spotify:track:5lJEzTXNAuvcylxn6M1Op4,https://api.spotify.com/v1/tracks/5lJEzTXNAuvcylxn6M1Op4,https://api.spotify.com/v1/audio-analysis/5lJEzTXNAuvcylxn6M1Op4,275787,4,Ab Ghan
0.497,0.628,0,-14.422,1,0.0777,0.0286,0.000479,0.0926,0.768,167.08,audio_features,3f6lUIjrM4b5jOjKmwcPK5,spotify:track:3f6lUIjrM4b5jOjKmwcPK5,https://api.spotify.com/v1/tracks/3f6lUIjrM4b5jOjKmwcPK5,https://api.spotify.com/v1/audio-analysis/3f6lUIjrM4b5jOjKmwcPK5,269867,4,Ab Ke Saawan
0.603,0.935,1,-1.958,0,0.0531,0.455,0,0.354,0.58,80.95,audio_features,187KjVyRIItzwKGt8REpIS,spotify:track:187KjVyRIItzwKGt8REpIS,https://api.spotify.com/v1/tracks/187KjVyRIItzwKGt8REpIS,https://api.spotify.com/v1/audio-analysis/187KjVyRIItzwKGt8REpIS,212606,4,Jannat Ve
0.484,0.563,2,-3.799,1,0.0328,0.414,0,0.108,0.24,80.016,audio_features,3HYVQqB2LNfLuaWnwPo7TN,spotify:track:3HYVQqB2LNfLuaWnwPo7TN,https://api.spotify.com/v1/tracks/3HYVQqB2LNfLuaWnwPo7TN,https://api.spotify.com/v1/audio-analysis/3HYVQqB2LNfLuaWnwPo7TN,287778,4,Baarish Lete Aana 2.0
0.373,0.362,9,-10.745,1,0.0476,0.795,2.53E-06,0.113,0.329,124.318,audio_features,4z9snSQERIonnT9cgctJ9N,spotify:track:4z9snSQERIonnT9cgctJ9N,https://api.spotify.com/v1/tracks/4z9snSQERIonnT9cgctJ9N,https://api.spotify.com/v1/audio-analysis/4z9snSQERIonnT9cgctJ9N,226560,4,Saawan Ki Ruth
0.428,0.354,11,-12.934,1,0.127,0.724,1.05E-06,0.316,0.347,141.978,audio_features,6bzSij587sWRb0KtBrtgId,spotify:track:6bzSij587sWRb0KtBrtgId,https://api.spotify.com/v1/tracks/6bzSij587sWRb0KtBrtgId,https://api.spotify.com/v1/audio-analysis/6bzSij587sWRb0KtBrtgId,183049,4,Barse Badariya
0.782,0.625,7,-9.657,0,0.0426,0.241,0.000227,0.157,0.462,94.995,audio_features,0ZLj3BCypQkgDkViiZEWKX,spotify:track:0ZLj3BCypQkgDkViiZEWKX,https://api.spotify.com/v1/tracks/0ZLj3BCypQkgDkViiZEWKX,https://api.spotify.com/v1/audio-analysis/0ZLj3BCypQkgDkViiZEWKX,152842,4,Bheege Armaan
0.548,0.669,9,-5.173,0,0.119,0.661,1.12E-06,0.139,0.398,149.843,audio_features,33607DdswhgsO9mzuR2oH6,spotify:track:33607DdswhgsO9mzuR2oH6,https://api.spotify.com/v1/tracks/33607DdswhgsO9mzuR2oH6,https://api.spotify.com/v1/audio-analysis/33607DdswhgsO9mzuR2oH6,279660,3,Mujhe Peene Do 2.0
0.772,0.724,0,-6.986,1,0.0296,0.179,0.00123,0.0888,0.713,100.051,audio_features,1e7gkz5Yn8d9Wkxe58qdV5,spotify:track:1e7gkz5Yn8d9Wkxe58qdV5,https://api.spotify.com/v1/tracks/1e7gkz5Yn8d9Wkxe58qdV5,https://api.spotify.com/v1/audio-analysis/1e7gkz5Yn8d9Wkxe58qdV5,214132,4,Badra Bahaar
0.446,0.398,2,-11.353,0,0.0358,0.421,5.48E-05,0.112,0.259,149.839,audio_features,5XXJqs7f42R8PAY4Xcr0ax,spotify:track:5XXJqs7f42R8PAY4Xcr0ax,https://api.spotify.com/v1/tracks/5XXJqs7f42R8PAY4Xcr0ax,https://api.spotify.com/v1/audio-analysis/5XXJqs7f42R8PAY4Xcr0ax,292075,3,Pareshaan
0.237,0.543,7,-8.921,1,0.0372,0.838,3.86E-06,0.0961,0.316,73.896,audio_features,7fpWJr5shT90KiCHXKHxch,spotify:track:7fpWJr5shT90KiCHXKHxch,https://api.spotify.com/v1/tracks/7fpWJr5shT90KiCHXKHxch,https://api.spotify.com/v1/audio-analysis/7fpWJr5shT90KiCHXKHxch,305613,4,Phir Le Aya Dil - Reprise
0.645,0.476,9,-11.201,0,0.0274,0.52,1.93E-06,0.29,0.78,103.064,audio_features,3czT4fZGk8us5RpAU3X3KM,spotify:track:3czT4fZGk8us5RpAU3X3KM,https://api.spotify.com/v1/tracks/3czT4fZGk8us5RpAU3X3KM,https://api.spotify.com/v1/audio-analysis/3czT4fZGk8us5RpAU3X3KM,363800,4,Bheegi Bheegi Raton Mein
0.465,0.769,0,-3.209,1,0.0325,0.581,0,0.108,0.473,87.961,audio_features,16BGhwv8wYXkv2mMJF7ryv,spotify:track:16BGhwv8wYXkv2mMJF7ryv,https://api.spotify.com/v1/tracks/16BGhwv8wYXkv2mMJF7ryv,https://api.spotify.com/v1/audio-analysis/16BGhwv8wYXkv2mMJF7ryv,276380,4,Baarish
0.601,0.728,4,-10.469,1,0.0436,0.378,0.726,0.368,0.862,137.99,audio_features,56iw7QosAXwrOfu5WLQNSe,spotify:track:56iw7QosAXwrOfu5WLQNSe,https://api.spotify.com/v1/tracks/56iw7QosAXwrOfu5WLQNSe,https://api.spotify.com/v1/audio-analysis/56iw7QosAXwrOfu5WLQNSe,305613,3,Ghir Ghir
0.269,0.779,2,-5.135,1,0.0519,0.0463,1.73E-06,0.0892,0.384,150.04,audio_features,1TOQb1AwnZLzrAu4VXZUIO,spotify:track:1TOQb1AwnZLzrAu4VXZUIO,https://api.spotify.com/v1/tracks/1TOQb1AwnZLzrAu4VXZUIO,https://api.spotify.com/v1/audio-analysis/1TOQb1AwnZLzrAu4VXZUIO,330922,3,Garaj Garaj Jugalbandi
0.721,0.375,5,-16.621,1,0.0683,0.0278,0,0.112,0.556,87.953,audio_features,6K0Ea7pq2trf6SwsfEKkOp,spotify:track:6K0Ea7pq2trf6SwsfEKkOp,https://api.spotify.com/v1/tracks/6K0Ea7pq2trf6SwsfEKkOp,https://api.spotify.com/v1/audio-analysis/6K0Ea7pq2trf6SwsfEKkOp,276715,4,Aye Udi Udi Udi
0.564,0.867,8,-6.21,1,0.121,0.361,0,0.262,0.815,88.919,audio_features,665b3Nss3OQmhTUdB5hBXw,spotify:track:665b3Nss3OQmhTUdB5hBXw,https://api.spotify.com/v1/tracks/665b3Nss3OQmhTUdB5hBXw,https://api.spotify.com/v1/audio-analysis/665b3Nss3OQmhTUdB5hBXw,278093,4,Bheegi Si Bhaagi Si
0.64,0.754,6,-4.873,0,0.0392,0.395,0,0.209,0.355,94.989,audio_features,7tp4iYvcZksGp1u7feUrrO,spotify:track:7tp4iYvcZksGp1u7feUrrO,https://api.spotify.com/v1/tracks/7tp4iYvcZksGp1u7feUrrO,https://api.spotify.com/v1/audio-analysis/7tp4iYvcZksGp1u7feUrrO,247223,4,Mitti Di Khushboo
0.545,0.566,6,-5.926,1,0.0253,0.289,1.49E-06,0.101,0.304,92.052,audio_features,0dLejJRBjn9kEhHk4hKvVz,spotify:track:0dLejJRBjn9kEhHk4hKvVz,https://api.spotify.com/v1/tracks/0dLejJRBjn9kEhHk4hKvVz,https://api.spotify.com/v1/audio-analysis/0dLejJRBjn9kEhHk4hKvVz,426560,4,Badri Badariya
0.607,0.562,4,-9.388,0,0.33,0.426,0,0.101,0.41,171.804,audio_features,6B3Fr3kIWOOde0dFZPNDFp,spotify:track:6B3Fr3kIWOOde0dFZPNDFp,https://api.spotify.com/v1/tracks/6B3Fr3kIWOOde0dFZPNDFp,https://api.spotify.com/v1/audio-analysis/6B3Fr3kIWOOde0dFZPNDFp,371400,4,Ghanan Ghanan
0.448,0.686,2,-7.411,1,0.0406,0.146,1.38E-05,0.107,0.228,123.641,audio_features,3r3CObkpZZZdE3ku4cAETG,spotify:track:3r3CObkpZZZdE3ku4cAETG,https://api.spotify.com/v1/tracks/3r3CObkpZZZdE3ku4cAETG,https://api.spotify.com/v1/audio-analysis/3r3CObkpZZZdE3ku4cAETG,368747,4,Malhar Jam
0.635,0.268,11,-15.073,0,0.0895,0.594,2.04E-06,0.316,0.62,143.771,audio_features,1fCUBgnId0eLuHNl5M4Xmm,spotify:track:1fCUBgnId0eLuHNl5M4Xmm,https://api.spotify.com/v1/tracks/1fCUBgnId0eLuHNl5M4Xmm,https://api.spotify.com/v1/audio-analysis/1fCUBgnId0eLuHNl5M4Xmm,298266,4,Zara Zara
0.339,0.522,7,-6.418,1,0.0289,0.411,0,0.144,0.34,83.191,audio_features,5aKldU024Oub7TJ0iCR2yi,spotify:track:5aKldU024Oub7TJ0iCR2yi,https://api.spotify.com/v1/tracks/5aKldU024Oub7TJ0iCR2yi,https://api.spotify.com/v1/audio-analysis/5aKldU024Oub7TJ0iCR2yi,430359,1,Cham Cham
0.535,0.621,1,-7.434,0,0.0345,0.524,3.52E-06,0.097,0.26,129.865,audio_features,7KKgE6UHxqhuxkNV2k3AKn,spotify:track:7KKgE6UHxqhuxkNV2k3AKn,https://api.spotify.com/v1/tracks/7KKgE6UHxqhuxkNV2k3AKn,https://api.spotify.com/v1/audio-analysis/7KKgE6UHxqhuxkNV2k3AKn,502520,4,Javeda Zindag
0.623,0.654,7,-11.969,1,0.0522,0.522,6.44E-05,0.0911,0.54,82.516,audio_features,5q0pLxhyHvZXnYxaygt2Az,spotify:track:5q0pLxhyHvZXnYxaygt2Az,https://api.spotify.com/v1/tracks/5q0pLxhyHvZXnYxaygt2Az,https://api.spotify.com/v1/audio-analysis/5q0pLxhyHvZXnYxaygt2Az,322194,4,Dekho Na
0.569,0.447,5,-13.02,1,0.0737,0.183,0,0.205,0.356,175.993,audio_features,16IgQjbyGyX7j5pUEbe6hX,spotify:track:16IgQjbyGyX7j5pUEbe6hX,https://api.spotify.com/v1/tracks/16IgQjbyGyX7j5pUEbe6hX,https://api.spotify.com/v1/audio-analysis/16IgQjbyGyX7j5pUEbe6hX,351000,4,Saawan Barse
0.693,0.693,5,-8.153,0,0.0388,0.628,2.25E-05,0.178,0.592,117.012,audio_features,2RktkeigsgvhuRNQl0ioGS,spotify:track:2RktkeigsgvhuRNQl0ioGS,https://api.spotify.com/v1/tracks/2RktkeigsgvhuRNQl0ioGS,https://api.spotify.com/v1/audio-analysis/2RktkeigsgvhuRNQl0ioGS,334053,4,Bhage Re Mann
0.686,0.695,2,-15.821,1,0.0842,0.223,0.00021,0.1,0.627,150.993,audio_features,2TOZJLW3JNXGHacJaKz94p,spotify:track:2TOZJLW3JNXGHacJaKz94p,https://api.spotify.com/v1/tracks/2TOZJLW3JNXGHacJaKz94p,https://api.spotify.com/v1/audio-analysis/2TOZJLW3JNXGHacJaKz94p,326320,4,Boondon Se Baaten
0.413,0.38,9,-9.821,1,0.0288,0.603,0,0.131,0.316,145.676,audio_features,5GyK0A5Gq759Kc6z4VDcM3,spotify:track:5GyK0A5Gq759Kc6z4VDcM3,https://api.spotify.com/v1/tracks/5GyK0A5Gq759Kc6z4VDcM3,https://api.spotify.com/v1/audio-analysis/5GyK0A5Gq759Kc6z4VDcM3,204000,3,Ye Baarish
0.444,0.469,6,-9.624,0,0.0307,0.747,0.000152,0.238,0.862,126.693,audio_features,4GnWuUsBp9PoWIiigz8DUb,spotify:track:4GnWuUsBp9PoWIiigz8DUb,https://api.spotify.com/v1/tracks/4GnWuUsBp9PoWIiigz8DUb,https://api.spotify.com/v1/audio-analysis/4GnWuUsBp9PoWIiigz8DUb,260427,4,"Pyar Hua Iqrar Hua (From ""Shree 420"")"
0.505,0.216,4,-12.355,0,0.0508,0.976,1.64E-06,0.146,0.709,148.791,audio_features,1lq55yqSIDg3ZzDHai2Eot,spotify:track:1lq55yqSIDg3ZzDHai2Eot,https://api.spotify.com/v1/tracks/1lq55yqSIDg3ZzDHai2Eot,https://api.spotify.com/v1/audio-analysis/1lq55yqSIDg3ZzDHai2Eot,201160,3,"Yeh Raaten Yeh Mausam (From ""Dilli Ka Thug"")"
0.277,0.249,7,-12.766,1,0.0318,0.944,0.913,0.0916,0.584,68.389,audio_features,0VmmdpiOzhK05BtVmw02Yl,spotify:track:0VmmdpiOzhK05BtVmw02Yl,https://api.spotify.com/v1/tracks/0VmmdpiOzhK05BtVmw02Yl,https://api.spotify.com/v1/audio-analysis/0VmmdpiOzhK05BtVmw02Yl,199960,3,Hum Aur Tum Aur Ye Sama
0.451,0.441,3,-11.323,0,0.0373,0.95,0.043,0.104,0.811,80.229,audio_features,4mvkokOAbfjx2J2TVgwVtf,spotify:track:4mvkokOAbfjx2J2TVgwVtf,https://api.spotify.com/v1/tracks/4mvkokOAbfjx2J2TVgwVtf,https://api.spotify.com/v1/audio-analysis/4mvkokOAbfjx2J2TVgwVtf,265744,4,Aaja Sanam Madhur Chandni Men
0.521,0.714,6,-7.658,1,0.103,0.479,0.000641,0.225,0.96,134.991,audio_features,3NdLZu4p13hrldQeW8MfYq,spotify:track:3NdLZu4p13hrldQeW8MfYq,https://api.spotify.com/v1/tracks/3NdLZu4p13hrldQeW8MfYq,https://api.spotify.com/v1/audio-analysis/3NdLZu4p13hrldQeW8MfYq,295926,4,"Uden Jab Jab Zulfen Teri, Pt. 2"
0.671,0.446,10,-11.823,0,0.0413,0.971,0.243,0.621,0.747,113.587,audio_features,1Knb9LvE9jMf7q26rcPWaE,spotify:track:1Knb9LvE9jMf7q26rcPWaE,https://api.spotify.com/v1/tracks/1Knb9LvE9jMf7q26rcPWaE,https://api.spotify.com/v1/audio-analysis/1Knb9LvE9jMf7q26rcPWaE,189880,4,Beqarar Karke Hamen Yun Na Jaiye
0.917,0.532,6,-5.145,1,0.059,0.877,0,0.0751,0.977,121.317,audio_features,4aE7oc6DyiMvNWutwblivY,spotify:track:4aE7oc6DyiMvNWutwblivY,https://api.spotify.com/v1/tracks/4aE7oc6DyiMvNWutwblivY,https://api.spotify.com/v1/audio-analysis/4aE7oc6DyiMvNWutwblivY,218373,4,Jane Kahan Mera Jigar Gaya Ji
0.838,0.38,9,-12.303,1,0.0829,0.915,0.000367,0.073,0.955,110.899,audio_features,4giSzPnADn5XopvD49sUal,spotify:track:4giSzPnADn5XopvD49sUal,https://api.spotify.com/v1/tracks/4giSzPnADn5XopvD49sUal,https://api.spotify.com/v1/audio-analysis/4giSzPnADn5XopvD49sUal,273213,4,Ichak Dana Beechak Dana
0.398,0.414,3,-9.696,1,0.0602,0.661,0,0.618,0.647,170.707,audio_features,37YVXy2OMYyT91185rBOsc,spotify:track:37YVXy2OMYyT91185rBOsc,https://api.spotify.com/v1/tracks/37YVXy2OMYyT91185rBOsc,https://api.spotify.com/v1/audio-analysis/37YVXy2OMYyT91185rBOsc,360893,3,Ramaiya Vastavaiya
0.495,0.313,5,-10.674,1,0.299,0.97,0.0146,0.105,0.762,167.103,audio_features,7DGAYWKkDf9rLpQfqs5Eux,spotify:track:7DGAYWKkDf9rLpQfqs5Eux,https://api.spotify.com/v1/tracks/7DGAYWKkDf9rLpQfqs5Eux,https://api.spotify.com/v1/audio-analysis/7DGAYWKkDf9rLpQfqs5Eux,176226,1,Dil Lagake Kadar Gai Pyare
0.697,0.414,11,-7.782,0,0.051,0.79,0,0.189,0.808,102.959,audio_features,4wR89WBeEi0nda0JWcB8sT,spotify:track:4wR89WBeEi0nda0JWcB8sT,https://api.spotify.com/v1/tracks/4wR89WBeEi0nda0JWcB8sT,https://api.spotify.com/v1/audio-analysis/4wR89WBeEi0nda0JWcB8sT,250493,4,Chhod Do Aanchal Zamana Kya Kahega
0.692,0.236,7,-7.726,1,0.0655,0.981,0.000516,0.678,0.789,142.213,audio_features,5L95qwJbWjtyqJqSMpyHoA,spotify:track:5L95qwJbWjtyqJqSMpyHoA,https://api.spotify.com/v1/tracks/5L95qwJbWjtyqJqSMpyHoA,https://api.spotify.com/v1/audio-analysis/5L95qwJbWjtyqJqSMpyHoA,233117,4,Hum Aap Ki Ankhon Mein
0.471,0.602,2,-6.174,1,0.054,0.914,0.749,0.196,0.817,86.83,audio_features,2s6AcMdnpEI4prJaYz6p0H,spotify:track:2s6AcMdnpEI4prJaYz6p0H,https://api.spotify.com/v1/tracks/2s6AcMdnpEI4prJaYz6p0H,https://api.spotify.com/v1/audio-analysis/2s6AcMdnpEI4prJaYz6p0H,290114,4,Ae Dil Mujhe Bata De
0.679,0.322,5,-9.022,0,0.042,0.955,0.00473,0.136,0.779,128.463,audio_features,525xIL8Mvl6kzyCkwQyoed,spotify:track:525xIL8Mvl6kzyCkwQyoed,https://api.spotify.com/v1/tracks/525xIL8Mvl6kzyCkwQyoed,https://api.spotify.com/v1/audio-analysis/525xIL8Mvl6kzyCkwQyoed,212821,4,Jane Na Nazar Pehchane Jigar
0.606,0.381,8,-12.723,1,0.0634,0.894,0.000718,0.185,0.932,151.316,audio_features,3BhrEWJmIt4lgE5CHKc5cN,spotify:track:3BhrEWJmIt4lgE5CHKc5cN,https://api.spotify.com/v1/tracks/3BhrEWJmIt4lgE5CHKc5cN,https://api.spotify.com/v1/audio-analysis/3BhrEWJmIt4lgE5CHKc5cN,207293,3,Dil Tadap Tadap Ke Kah Raha
0.689,0.636,10,-6.248,1,0.0619,0.873,0,0.175,0.749,129.935,audio_features,13B0reEf2xa3OS17PaWOfM,spotify:track:13B0reEf2xa3OS17PaWOfM,https://api.spotify.com/v1/tracks/13B0reEf2xa3OS17PaWOfM,https://api.spotify.com/v1/audio-analysis/13B0reEf2xa3OS17PaWOfM,264707,4,"Haal Kaisa Hai Janab Ka (From ""Chalti Ka Naam Gaadi"")"
0.651,0.525,2,-6.406,1,0.0589,0.935,1.78E-05,0.101,0.815,101.733,audio_features,1Bv6FBgXW3UEaEEJtBCeEo,spotify:track:1Bv6FBgXW3UEaEEJtBCeEo,https://api.spotify.com/v1/tracks/1Bv6FBgXW3UEaEEJtBCeEo,https://api.spotify.com/v1/audio-analysis/1Bv6FBgXW3UEaEEJtBCeEo,207733,4,Achha Ji Main Haari Chalo
0.474,0.474,1,-9.895,1,0.0463,0.976,0.00344,0.149,0.728,97.693,audio_features,6LAnRYSYSNeWs7ilsmkmtN,spotify:track:6LAnRYSYSNeWs7ilsmkmtN,https://api.spotify.com/v1/tracks/6LAnRYSYSNeWs7ilsmkmtN,https://api.spotify.com/v1/audio-analysis/6LAnRYSYSNeWs7ilsmkmtN,281733,4,Ankhon Mein Kya Ji - Reprise
0.505,0.418,5,-11.944,1,0.124,0.976,0.789,0.179,0.898,168.916,audio_features,19fiFB1xLiWTMipje2Gx6T,spotify:track:19fiFB1xLiWTMipje2Gx6T,https://api.spotify.com/v1/tracks/19fiFB1xLiWTMipje2Gx6T,https://api.spotify.com/v1/audio-analysis/19fiFB1xLiWTMipje2Gx6T,198200,4,Zara Nazron Se Kah Do Ji
0.627,0.538,3,-8.865,0,0.0532,0.761,0,0.606,0.925,100.206,audio_features,4e7yGjCCDy5bh7EyM7JQSV,spotify:track:4e7yGjCCDy5bh7EyM7JQSV,https://api.spotify.com/v1/tracks/4e7yGjCCDy5bh7EyM7JQSV,https://api.spotify.com/v1/audio-analysis/4e7yGjCCDy5bh7EyM7JQSV,405600,4,Leke Pahla Pahla Pyar
0.563,0.455,4,-7.01,0,0.0551,0.808,0,0.154,0.892,120.784,audio_features,1L5Pw7r8NIimfqlkszMouq,spotify:track:1L5Pw7r8NIimfqlkszMouq,https://api.spotify.com/v1/tracks/1L5Pw7r8NIimfqlkszMouq,https://api.spotify.com/v1/audio-analysis/1L5Pw7r8NIimfqlkszMouq,236800,4,"Ek Ladki Bheegi Bhagi Si (From ""Chalti Ka Naam Gaadi"")"
0.624,0.239,7,-16.482,1,0.064,0.928,6.02E-05,0.195,0.961,126.053,audio_features,17TAWEy8ZxUkIDoHMoEPeK,spotify:track:17TAWEy8ZxUkIDoHMoEPeK,https://api.spotify.com/v1/tracks/17TAWEy8ZxUkIDoHMoEPeK,https://api.spotify.com/v1/audio-analysis/17TAWEy8ZxUkIDoHMoEPeK,185960,4,Gore Gore O Banke Chhore
0.814,0.416,2,-11.546,1,0.0471,0.544,0.0109,0.183,0.797,115.05,audio_features,76KQ5ipv2o1znv855WNVng,spotify:track:76KQ5ipv2o1znv855WNVng,https://api.spotify.com/v1/tracks/76KQ5ipv2o1znv855WNVng,https://api.spotify.com/v1/audio-analysis/76KQ5ipv2o1znv855WNVng,251893,4,Shola Jo Bhadke
0.542,0.292,8,-12.848,1,0.165,0.987,0.0262,0.06,0.85,170.958,audio_features,5LR0Fj48d0gjutU4zlC45d,spotify:track:5LR0Fj48d0gjutU4zlC45d,https://api.spotify.com/v1/tracks/5LR0Fj48d0gjutU4zlC45d,https://api.spotify.com/v1/audio-analysis/5LR0Fj48d0gjutU4zlC45d,173560,3,Aaj Ki Raat Piya Dil Na Todo
0.536,0.309,10,-11.268,0,0.045,0.93,0.0217,0.0935,0.953,167.279,audio_features,3XnvbzxeRMcX0qbv07vpHQ,spotify:track:3XnvbzxeRMcX0qbv07vpHQ,https://api.spotify.com/v1/tracks/3XnvbzxeRMcX0qbv07vpHQ,https://api.spotify.com/v1/audio-analysis/3XnvbzxeRMcX0qbv07vpHQ,170067,3,Jab Se Balam Ghar Aaye
0.472,0.259,3,-10.901,1,0.108,0.92,0,0.1,0.647,180.871,audio_features,0ExyJrOYIZzGcAihb6X2WP,spotify:track:0ExyJrOYIZzGcAihb6X2WP,https://api.spotify.com/v1/tracks/0ExyJrOYIZzGcAihb6X2WP,https://api.spotify.com/v1/audio-analysis/0ExyJrOYIZzGcAihb6X2WP,249040,4,Jane Kya Tune Kahi
0.317,0.605,0,-8.933,0,0.0796,0.728,0,0.0571,0.669,154.518,audio_features,7bZC1yslcsmf2yNwau0nBV,spotify:track:7bZC1yslcsmf2yNwau0nBV,https://api.spotify.com/v1/tracks/7bZC1yslcsmf2yNwau0nBV,https://api.spotify.com/v1/audio-analysis/7bZC1yslcsmf2yNwau0nBV,348973,3,Adha Hai Chandrama
0.64,0.423,7,-11.507,1,0.0416,0.982,0.739,0.108,0.777,119.316,audio_features,0rTwRCSgDMMk1FuvpWosv6,spotify:track:0rTwRCSgDMMk1FuvpWosv6,https://api.spotify.com/v1/tracks/0rTwRCSgDMMk1FuvpWosv6,https://api.spotify.com/v1/audio-analysis/0rTwRCSgDMMk1FuvpWosv6,173360,4,Jadugar Saiyan Chhod Mori Baiyan
0.388,0.321,8,-10.544,1,0.0573,0.991,0.000197,0.342,0.846,181.293,audio_features,5bKi80refQr0mxmugi7Gn4,spotify:track:5bKi80refQr0mxmugi7Gn4,https://api.spotify.com/v1/tracks/5bKi80refQr0mxmugi7Gn4,https://api.spotify.com/v1/audio-analysis/5bKi80refQr0mxmugi7Gn4,168573,4,Aaja Panchhi Akela Hai
0.363,0.298,1,-8.613,1,0.04,0.99,0.000198,0.301,0.34,91.408,audio_features,4BUx3z70gQZfBzBE7q9xN7,spotify:track:4BUx3z70gQZfBzBE7q9xN7,https://api.spotify.com/v1/tracks/4BUx3z70gQZfBzBE7q9xN7,https://api.spotify.com/v1/audio-analysis/4BUx3z70gQZfBzBE7q9xN7,227423,4,Mohabbat Aesi Dhadkan Hai
0.41,0.424,11,-5.623,1,0.0492,0.72,0,0.176,0.752,87.477,audio_features,4A5uoOHIvyWybZMjU81ukP,spotify:track:4A5uoOHIvyWybZMjU81ukP,https://api.spotify.com/v1/tracks/4A5uoOHIvyWybZMjU81ukP,https://api.spotify.com/v1/audio-analysis/4A5uoOHIvyWybZMjU81ukP,245707,4,Udhar Tum Hasin Ho
0.604,0.469,6,-10.606,1,0.0571,0.572,0.000994,0.59,0.934,110.447,audio_features,5kSzq1oVuATKWjfQbx8BB3,spotify:track:5kSzq1oVuATKWjfQbx8BB3,https://api.spotify.com/v1/tracks/5kSzq1oVuATKWjfQbx8BB3,https://api.spotify.com/v1/audio-analysis/5kSzq1oVuATKWjfQbx8BB3,261827,4,Hai Apna Dil To Aawara - Happy Version
0.684,0.472,5,-9.413,1,0.504,0.876,2.73E-05,0.331,0.917,98.336,audio_features,5atT9hzh1FDoqOlVylsfA2,spotify:track:5atT9hzh1FDoqOlVylsfA2,https://api.spotify.com/v1/tracks/5atT9hzh1FDoqOlVylsfA2,https://api.spotify.com/v1/audio-analysis/5atT9hzh1FDoqOlVylsfA2,347272,4,Main Sitaron Ka Tarana
0.73,0.514,4,-11.707,1,0.043,0.637,0.113,0.201,0.835,120.53,audio_features,5GumMxeXVQ6gjaKYSPh0TL,spotify:track:5GumMxeXVQ6gjaKYSPh0TL,https://api.spotify.com/v1/tracks/5GumMxeXVQ6gjaKYSPh0TL,https://api.spotify.com/v1/audio-analysis/5GumMxeXVQ6gjaKYSPh0TL,218427,4,Mang Ke Saath Tumhara
0.783,0.193,4,-10.398,1,0.0429,0.929,0,0.371,0.898,111.564,audio_features,5GJX8mQzq65dfhO2B6hiKL,spotify:track:5GJX8mQzq65dfhO2B6hiKL,https://api.spotify.com/v1/tracks/5GJX8mQzq65dfhO2B6hiKL,https://api.spotify.com/v1/audio-analysis/5GJX8mQzq65dfhO2B6hiKL,177333,3,Zindagi Pyar Ki Do Char Ghadi
0.658,0.633,4,-6.54,1,0.0554,0.845,1.16E-05,0.211,0.863,125.698,audio_features,4Z7Hemg7MToqFUzTohNLw0,spotify:track:4Z7Hemg7MToqFUzTohNLw0,https://api.spotify.com/v1/tracks/4Z7Hemg7MToqFUzTohNLw0,https://api.spotify.com/v1/audio-analysis/4Z7Hemg7MToqFUzTohNLw0,264046,4,"Woh Chand Khila Woh Tare Hanse, Pt. 1"
0.56,0.527,7,-11.464,1,0.0752,0.649,0,0.257,0.958,133.44,audio_features,1OTH67Bv7Jx3jYI81wjXA2,spotify:track:1OTH67Bv7Jx3jYI81wjXA2,https://api.spotify.com/v1/tracks/1OTH67Bv7Jx3jYI81wjXA2,https://api.spotify.com/v1/audio-analysis/1OTH67Bv7Jx3jYI81wjXA2,192533,4,Ghadi Ghadi Mera Dil Dhadke
0.756,0.526,6,-9.258,1,0.037,0.619,0.000522,0.155,0.966,126.612,audio_features,6ZuCrbIgx3Q8tfEQmykGbX,spotify:track:6ZuCrbIgx3Q8tfEQmykGbX,https://api.spotify.com/v1/tracks/6ZuCrbIgx3Q8tfEQmykGbX,https://api.spotify.com/v1/audio-analysis/6ZuCrbIgx3Q8tfEQmykGbX,210733,4,Tumsa Nahin Dekha
0.264,0.436,0,-11.04,0,0.035,0.89,4.19E-05,0.582,0.507,172.3,audio_features,4B3UcOcsfqurNkTnO9tczy,spotify:track:4B3UcOcsfqurNkTnO9tczy,https://api.spotify.com/v1/tracks/4B3UcOcsfqurNkTnO9tczy,https://api.spotify.com/v1/audio-analysis/4B3UcOcsfqurNkTnO9tczy,269627,4,Yeh Raat Bheegi Bheegi
